Question,Answer,Image Path
Where is the coffee table positioned relative to the sofa?  ,The coffee table is positioned in front of the sofa.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0011.color.jpg
How far apart are the two red chairs from the coffee table?  ,The two red chairs are approximately one to two feet away from the coffee table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0011.color.jpg
What is the size comparison between the coffee table and the red chairs?  ,The coffee table is smaller than the red chairs.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0011.color.jpg
Where are the windows located in relation to the seating area?  ,"The windows are positioned behind the seating area, providing a view outside.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0011.color.jpg
Is the distance between the two red sofas smaller or larger than the distance between one red chair and the coffee table?  ,The distance between the two red sofas is larger than the distance between one red chair and the coffee table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0011.color.jpg
Where is the coffee table positioned relative to the sofa?  ,The coffee table is positioned in front of the sofa.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0000.color.jpg
How far is the armchair from the coffee table?  ,"The armchair is positioned to the left of the coffee table, at a short distance.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0000.color.jpg
What is the size comparison between the sofa and the armchair?  ,The sofa is larger than the armchair.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where are the windows located in relation to the seating area?  ,The windows are positioned behind the sofa and the armchairs.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0000.color.jpg
How many seating areas are visible in the image?  ,There are three visible seating areas: one sofa and two armchairs.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_009/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where is the kitchen island positioned relative to the wall?,"The kitchen island is positioned away from the wall, centered in the kitchen space.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0087.color.jpg
What is the distance between the plates on the kitchen island and the chairs?,The plates are approximately a foot away from the edge of the chairs at the island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0087.color.jpg
How many chairs are located near the kitchen island?,There are two chairs located near the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0087.color.jpg
What is the size comparison between the plates and the bowl on the kitchen island?,The plates are larger in size compared to the bowl on the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0087.color.jpg
Where is the window located in relation to the kitchen island?,"The window is positioned behind the kitchen island, on the wall.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0087.color.jpg
Where is the fruit bowl located in relation to the stovetop?,The fruit bowl is positioned to the left of the stovetop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0077.color.jpg
What is the distance between the toaster and the cutting board?,"The toaster is positioned directly next to the cutting board, making the distance very short.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0077.color.jpg
How high is the shelf with plates compared to the countertop?,"The shelf with plates is mounted above the countertop, positioned approximately at eye level.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0077.color.jpg
Where is the kitchen sink in relation to the stove?,The kitchen sink is located to the left of the stove.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0077.color.jpg
What is the size comparison between the saucepan and the frying pan?,"The saucepan is larger than the frying pan, with a wider diameter.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0077.color.jpg
Where is the sink located in relation to the window?,The sink is positioned directly beneath the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0028.color.jpg
How far is the microwave from the nearest countertop?,"The microwave is located on the wall, and it is approximately a few feet above the countertop.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0028.color.jpg
What is the size comparison between the kitchen island and the countertop?,The kitchen island appears larger and wider than the surrounding countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0028.color.jpg
Where are the glasses located relative to the kitchen counter?,The glasses are positioned on the shelves above the kitchen counter.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0028.color.jpg
How would you describe the distance between the sink and the stove?,"The sink and the stove are situated close to each other, roughly a couple of feet apart.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0028.color.jpg
Where is the refrigerator located in relation to the countertop?,The refrigerator is positioned to the left of the countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0009.color.jpg
How far is the sink from the stove?,The sink is positioned directly next to the stove.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0009.color.jpg
What is the relative size of the plates compared to the cups on the table?,The plates are larger than the cups.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0009.color.jpg
Where are the light fixtures positioned in relation to the kitchen island?,The light fixtures are positioned above the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0009.color.jpg
How many chairs are located around the kitchen table?,There are two chairs located around the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0009.color.jpg
Where is the sink located relative to the countertop?  ,The sink is positioned on the left side of the countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0040.color.jpg
How far is the microwave from the window?  ,"The microwave is positioned below the window, so it is close to it.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0040.color.jpg
What is the size comparison between the cutting board and the plates on the table?  ,The cutting board is larger than the individual plates.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0040.color.jpg
Where are the hanging lights situated in relation to the kitchen island?  ,The hanging lights are positioned directly above the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0040.color.jpg
"How many plates are stacked on the countertop, and how does that compare in height to the kitchen cabinets?  ","There are several plates stacked on the countertop, and they are significantly shorter than the kitchen cabinets.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0040.color.jpg
Where is the sink located in relation to the stove?,The sink is positioned to the left of the stove.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0061.color.jpg
How far are the upper cabinets from the countertop?,"The upper cabinets are directly above the countertop, with no significant distance between them.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0061.color.jpg
Where are the windows situated compared to the kitchen cabinets?,"The windows are positioned above the countertop, between the upper cabinets.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0061.color.jpg
What is the size of the kitchen island in comparison to the surrounding counter space?,The kitchen island is smaller than the surrounding counter space.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0061.color.jpg
How far is the microwave from the sink?,"The microwave is located on the countertop to the right of the sink, within a close distance.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0061.color.jpg
Where is the refrigerator located relative to the countertop?,The refrigerator is positioned to the right of the countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0092.color.jpg
How far is the chair from the wall?,The chair is located a short distance away from the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0092.color.jpg
What is the size comparison between the countertop and the chair?,The countertop is larger than the chair.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0092.color.jpg
Where is the window positioned in relation to the kitchen area?,The window is positioned above the countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0092.color.jpg
Is the chair closer to the refrigerator or the window?,The chair is closer to the window than to the refrigerator.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0092.color.jpg
Where is the stove located relative to the refrigerator?,The stove is positioned to the left of the refrigerator.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0052.color.jpg
How far is the fruit bowl from the sink?,The fruit bowl is located directly to the left of the sink.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0052.color.jpg
What is the size difference between the kitchen island and the countertop?,The kitchen island is larger than the countertop in width.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0052.color.jpg
Where is the wall-mounted light in relation to the kitchen window?,The wall-mounted light is positioned above and to the right of the kitchen window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0052.color.jpg
How many shelves are visible above the kitchen countertop?,There are two shelves visible above the kitchen countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0052.color.jpg
Where are the plates located in relation to the countertop?,The plates are placed on the countertop.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0099.color.jpg
How far apart are the two chairs positioned at the kitchen island?,The two chairs are positioned close to each other at the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0099.color.jpg
Where is the lamp located compared to the kitchen island?,The lamp is situated directly above the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0099.color.jpg
What is the size comparison between the chairs and the kitchen island?,The chairs are significantly smaller than the kitchen island.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0099.color.jpg
Is the microwave positioned higher or lower than the kitchen counter?,The microwave is positioned higher than the kitchen counter.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0099.color.jpg
Where is the fruit bowl located relative to the stove?,The fruit bowl is positioned to the left of the stove.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0000.color.jpg
How high is the light fixture above the kitchen island?,The light fixture is positioned above the kitchen island at a moderate height.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0000.color.jpg
What is the distance between the two bar stools?,The distance between the two bar stools is about a foot apart.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where is the window located in relation to the countertop?,The window is located above the countertop on the right side.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0000.color.jpg
How many elements are positioned on the kitchen counter?,"There are multiple elements positioned on the kitchen counter, including plates and a coffee maker.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_010/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where is the lamp located in relation to the nightstand?  ,The lamp is positioned on top of the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0035.color.jpg
How far is the sofa from the dresser?  ,The sofa is positioned at a distance of several feet from the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0035.color.jpg
What is the size comparison between the coffee table and the nightstand?  ,The coffee table is larger than the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0035.color.jpg
Where is the decorative item situated in relation to the window?  ,The decorative item is located to the left of the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0035.color.jpg
"Which object is closer to the wall, the sofa or the dresser?  ",The sofa is closer to the wall than the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0035.color.jpg
Where is the lamp positioned relative to the side table?,The lamp is positioned on top of the side table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg
How far is the bed from the dresser?,"The bed is positioned relatively close to the dresser, but the exact distance cannot be determined without specific measurements.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg
Where is the wall art located in relation to the bed?,The wall art is located above and to the left of the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg
What is the approximate size comparison between the side table and the lamp?,"The side table is larger than the lamp, which sits on top of it.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg
How many feet away is the window from the edge of the bed?,"The window is situated several feet away from the edge of the bed, but the exact distance cannot be specified without measurements.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0020.color.jpg
Where is the lamp positioned relative to the nightstand?,The lamp is placed on top of the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0054.color.jpg
How far is the bed from the wall with the windows?,The bed is positioned close to the wall with the windows.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0054.color.jpg
What is the size of the nightstand compared to the lamp?,The nightstand is larger than the lamp as it provides a surface for it.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0054.color.jpg
Where are the framed pictures located in relation to the nightstand?,The framed pictures are positioned on the wall above the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0054.color.jpg
Is the sofa closer to the wall or the window?,The sofa is closer to the wall than it is to the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0054.color.jpg
Where is the lamp positioned relative to the nightstand?,The lamp is positioned on top of the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0003.color.jpg
How far is the bed from the window?,The bed is positioned a short distance away from the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0003.color.jpg
What is the size relationship between the bed and the nightstand?,The bed is significantly larger than the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0003.color.jpg
Where are the pictures located in relation to the headboard of the bed?,The pictures are located above the headboard of the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0003.color.jpg
How many nightstands are visible in the room?,"There are two nightstands visible in the room, one on each side of the bed.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0003.color.jpg
Where is the lamp located relative to the bedside table?  ,The lamp is positioned on top of the bedside table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0042.color.jpg
How far is the window from the sofa?  ,The window is directly behind the sofa and can be considered as adjacent.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0042.color.jpg
What is the size comparison between the blanket and the bedside table?  ,The blanket appears larger than the bedside table in area.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0042.color.jpg
Where is the sofa situated in relation to the wall?  ,The sofa is positioned against the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0042.color.jpg
How far is the painting on the wall from the window?  ,"The painting is located above the sofa, approximately parallel to the window, but not directly in front of it.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0042.color.jpg
Where is the bedside table located in relation to the bed?  ,The bedside table is positioned to the left of the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0032.color.jpg
How far is the window from the bed?  ,"The window is positioned several feet away from the bed, along the wall.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0032.color.jpg
What is the size comparison between the bed and the bedside table?  ,The bed is significantly larger than the bedside table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0032.color.jpg
Where are the paintings located in relation to the window?  ,The paintings are positioned on the wall opposite the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0032.color.jpg
How far apart are the bedside table and the wall?  ,"The bedside table is close to the wall, with only a small gap between them.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0032.color.jpg
Where is the bed positioned relative to the dresser?,The bed is positioned to the left of the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0063.color.jpg
How far is the lamp from the edge of the bedside table?,"The lamp is positioned directly on the bedside table, so it is not distant from the edge.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0063.color.jpg
What is the size of the artwork compared to the window?,The artwork is smaller than the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0063.color.jpg
Where are the blinds located in relation to the wall?,The blinds are mounted on the window which is part of the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0063.color.jpg
How many frames are displayed on the wall?,There are four frames displayed on the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0063.color.jpg
Where is the lamp positioned relative to the bed?,The lamp is positioned to the left of the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0077.color.jpg
How far is the dresser from the wall?,The dresser is positioned against the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0077.color.jpg
What is the size comparison between the vase and the bowl on the shelf?,The vase is taller than the bowl.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0077.color.jpg
"In relation to the window, where is the sofa located?",The sofa is positioned to the right of the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0077.color.jpg
How far apart are the plant in the corner and the dresser?,The plant is positioned about a foot away from the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0077.color.jpg
Where is the bed positioned relative to the window?,The bed is positioned to the left of the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0015.color.jpg
What is the distance between the bedside table and the bed?,The bedside table is adjacent to the bed on the right side.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0015.color.jpg
How many pictures are displayed on the wall above the bed?,There are six pictures displayed on the wall above the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0015.color.jpg
What is the size of the dresser compared to the bedside table?,The dresser is larger than the bedside table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0015.color.jpg
Where is the lamp located in relation to the bedside table?,The lamp is positioned directly on top of the bedside table.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0015.color.jpg
Where is the bed positioned relative to the nightstand?,The bed is positioned to the left of the nightstand.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0000.color.jpg
How far is the painting on the wall from the corner of the room?,"The painting is positioned approximately in the middle of the wall, away from the corner.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0000.color.jpg
What is the distance between the lamp and the bed?,The lamp is located next to the nightstand and is close to the bed.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where is the dresser located in relation to the window?,The dresser is positioned to the right of the window.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0000.color.jpg
How does the size of the bed compare to the nightstand?,"The bed is larger than the nightstand, taking up a significant portion of the room.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_006/images/scene_cam_00_final_preview/frame.0000.color.jpg
Where is the painting located in relation to the cabinet?,The painting is positioned above the cabinet.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0098.color.jpg
How far is the lamp from the wall?,"The lamp is positioned close to the wall, almost beside the cabinet.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0098.color.jpg
What is the size comparison between the cabinet and the painting?,"The cabinet is larger than the painting, both in height and width.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0098.color.jpg
In what direction is the open doorway from the cabinet?,The open doorway is to the left of the cabinet.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0098.color.jpg
Is the distance between the lamp and the cabinet greater than the distance between the cabinet and the painting?,"Yes, the distance between the lamp and the cabinet is greater than the distance between the cabinet and the painting.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0098.color.jpg
Where is the lamp located in relation to the sideboard?,The lamp is positioned to the right of the sideboard.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0080.color.jpg
What can be said about the distance between the painting and the sideboard?,"The painting is mounted on the wall above the sideboard, suggesting they are close together vertically.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0080.color.jpg
How does the size of the sideboard compare to the lamp?,The sideboard is significantly larger than the lamp.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0080.color.jpg
Where is the door located in relation to the objects in the room?,"The door is positioned to the left of the scene, behind the blue area, and not directly in relation to the visible objects.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0080.color.jpg
Is there any object visible to the left of the sideboard?,"No, there are no objects visible to the left of the sideboard in this image.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0080.color.jpg
Where is the light source located in relation to the wall?,The light source is positioned adjacent to the wall on the right side.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0005.color.jpg
How does the size of the visible floor area compare on either side of the central wall?,The visible floor area appears larger on the right side illuminated by the light than on the left side.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0005.color.jpg
What is the distance between the wall and the edge of the visible floor?,"The edge of the visible floor is directly adjacent to the wall, indicating no distance between them.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0005.color.jpg
Is there more shadow on the left or right side of the image?,There is more shadow on the left side of the image.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0005.color.jpg
What is the pattern like on the wall in the darker area compared to the lighter area?,"The wall in the darker area has a floral pattern, while the lighter area is devoid of any visible pattern.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0005.color.jpg
Where is the lamp located in relation to the bookshelf?,The lamp is positioned to the left of the bookshelf.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0093.color.jpg
What is the approximate distance between the vase and the picture frame on the shelf?,"The vase is located close to the picture frame, with a small distance between them.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0093.color.jpg
How tall is the lamp compared to the height of the cabinet?,The lamp is taller than the cabinet.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0093.color.jpg
Where is the wall-mounted picture positioned relative to the shelves?,The wall-mounted picture is above the shelves.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0093.color.jpg
How far is the cabinet from the wall?,The cabinet is positioned directly against the wall.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0093.color.jpg
Where is the floor lamp positioned relative to the cabinet?,The floor lamp is positioned to the right of the cabinet.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0023.color.jpg
How far is the picture frame on the cabinet from the painting on the wall?,"The picture frame on the cabinet is located directly beneath the painting, indicating they are in close proximity.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0023.color.jpg
What size comparison can be made between the cabinet and the shelves?,The cabinet is significantly larger than the shelves next to it.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0023.color.jpg
Where are the shelves located in relation to the wall?,The shelves are positioned against the wall on the left side of the image.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0023.color.jpg
How does the height of the floor lamp compare to the height of the cabinet?,The floor lamp is taller than the cabinet next to it.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0023.color.jpg
Where is the painting located in relation to the dresser?,The painting is positioned above the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0033.color.jpg
How far is the lamp from the dresser?,"The lamp is located on the right side of the dresser, positioned next to it.",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0033.color.jpg
What is the size relationship between the lamp and the picture frame on the dresser?,The lamp appears to be taller than the picture frame on the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0033.color.jpg
Is the picture frame closer to the wall or the edge of the dresser?,The picture frame is closer to the edge of the dresser.,/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0033.color.jpg
