Question,Answer,Image Path
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 4.05 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 13.82 cm,
height: 22.86 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.24 cm,
width: 15.68 cm,
height: 19.77 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.14 cm,
width: 15.68 cm,
height: 17.19 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 14.56 cm,
height: 19.25 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.8 cm,
width: 16.56 cm,
height: 21.66 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 1.7 cm,
width: 15.46 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.14 cm,
width: 15.68 cm,
height: 24.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 17.29 cm,
height: 18.39 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 4.05 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 13.82 cm,
height: 22.86 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.24 cm,
width: 15.68 cm,
height: 19.77 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 17.8 cm,
height: 16.33 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0029.color.jpg
"What is the size of the chairs in cm? Length, width and height.","Object chairs has the following size:
Length: 66.56 cm,
width: 66.68 cm,
height: 70.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the chairs in cm? Length, width and height.","Object chairs has the following size:
Length: 58.43 cm,
width: 58.58 cm,
height: 70.72 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the LCD in cm? Length, width and height.","Object LCD has the following size:
Length: 42.12 cm,
width: 37.71 cm,
height: 41.69 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the mousepad in cm? Length, width and height.","Object mousepad has the following size:
Length: 27.15 cm,
width: 32.53 cm,
height: 2.57 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the mouse in cm? Length, width and height.","Object mouse has the following size:
Length: 7.29 cm,
width: 12.23 cm,
height: 3.46 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the printer in cm? Length, width and height.","Object printer has the following size:
Length: 40.79 cm,
width: 23.07 cm,
height: 27.28 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the keyboard in cm? Length, width and height.","Object keyboard has the following size:
Length: 55.21 cm,
width: 48.23 cm,
height: 2.84 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the newspaper_01 in cm? Length, width and height.","Object newspaper_01 has the following size:
Length: 30.68 cm,
width: 35.6 cm,
height: 0.95 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the newspaper_02 in cm? Length, width and height.","Object newspaper_02 has the following size:
Length: 35.31 cm,
width: 35.41 cm,
height: 0.52 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie14 in cm? Length, width and height.","Object cookie14 has the following size:
Length: 3.28 cm,
width: 3.38 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie11 in cm? Length, width and height.","Object cookie11 has the following size:
Length: 2.87 cm,
width: 2.72 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie01 in cm? Length, width and height.","Object cookie01 has the following size:
Length: 3.61 cm,
width: 3.65 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie05 in cm? Length, width and height.","Object cookie05 has the following size:
Length: 3.48 cm,
width: 3.54 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the dessert_plate in cm? Length, width and height.","Object dessert_plate has the following size:
Length: 22.86 cm,
width: 22.86 cm,
height: 1.15 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie03 in cm? Length, width and height.","Object cookie03 has the following size:
Length: 3.23 cm,
width: 3.11 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie07 in cm? Length, width and height.","Object cookie07 has the following size:
Length: 2.97 cm,
width: 3.1 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie13 in cm? Length, width and height.","Object cookie13 has the following size:
Length: 3.02 cm,
width: 2.88 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie06 in cm? Length, width and height.","Object cookie06 has the following size:
Length: 3.61 cm,
width: 3.56 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie12 in cm? Length, width and height.","Object cookie12 has the following size:
Length: 3.66 cm,
width: 3.67 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie04 in cm? Length, width and height.","Object cookie04 has the following size:
Length: 3.6 cm,
width: 3.55 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cookie02 in cm? Length, width and height.","Object cookie02 has the following size:
Length: 3.65 cm,
width: 3.67 cm,
height: 0.47 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the coofe in cm? Length, width and height.","Object coofe has the following size:
Length: 9.48 cm,
width: 8.61 cm,
height: 4.93 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the coofe in cm? Length, width and height.","Object coofe has the following size:
Length: 15.38 cm,
width: 15.38 cm,
height: 1.59 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the coofe in cm? Length, width and height.","Object coofe has the following size:
Length: 8.7 cm,
width: 7.45 cm,
height: 4.93 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the coofe in cm? Length, width and height.","Object coofe has the following size:
Length: 16.66 cm,
width: 16.66 cm,
height: 1.59 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the tea_spoon in cm? Length, width and height.","Object tea_spoon has the following size:
Length: 10.39 cm,
width: 9.98 cm,
height: 2.14 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the pen in cm? Length, width and height.","Object pen has the following size:
Length: 12.03 cm,
width: 14.74 cm,
height: 1.31 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the pen in cm? Length, width and height.","Object pen has the following size:
Length: 4.3 cm,
width: 19.94 cm,
height: 0.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the fax in cm? Length, width and height.","Object fax has the following size:
Length: 55.05 cm,
width: 54.83 cm,
height: 27.98 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the computer in cm? Length, width and height.","Object computer has the following size:
Length: 43.27 cm,
width: 49.95 cm,
height: 42.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the desk in cm? Length, width and height.","Object desk has the following size:
Length: 265.97 cm,
width: 222.9 cm,
height: 90.04 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the desk in cm? Length, width and height.","Object desk has the following size:
Length: 57.19 cm,
width: 40.12 cm,
height: 60.55 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the armchair in cm? Length, width and height.","Object armchair has the following size:
Length: 64.11 cm,
width: 70.29 cm,
height: 94.8 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the cabinet in cm? Length, width and height.","Object cabinet has the following size:
Length: 45.23 cm,
width: 126.1 cm,
height: 48.38 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 34.36 cm,
width: 36.62 cm,
height: 2.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 23.69 cm,
width: 31.81 cm,
height: 2.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 28.31 cm,
width: 34.55 cm,
height: 2.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the storage in cm? Length, width and height.","Object storage has the following size:
Length: 229.43 cm,
width: 52.14 cm,
height: 114.13 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the vase in cm? Length, width and height.","Object vase has the following size:
Length: 45.47 cm,
width: 43.32 cm,
height: 97.18 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the lamps in cm? Length, width and height.","Object lamps has the following size:
Length: 16.88 cm,
width: 16.88 cm,
height: 178.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the lamps in cm? Length, width and height.","Object lamps has the following size:
Length: 16.88 cm,
width: 16.88 cm,
height: 178.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the lamps in cm? Length, width and height.","Object lamps has the following size:
Length: 16.88 cm,
width: 16.88 cm,
height: 178.56 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 25.79 cm,
width: 21.21 cm,
height: 2.44 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 29.83 cm,
width: 18.69 cm,
height: 3.44 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 26.49 cm,
width: 21.21 cm,
height: 4.41 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 24.0 cm,
width: 23.39 cm,
height: 3.44 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 26.49 cm,
width: 20.92 cm,
height: 1.85 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 28.26 cm,
width: 22.4 cm,
height: 4.14 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 25.12 cm,
width: 19.69 cm,
height: 3.44 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 22.43 cm,
width: 21.21 cm,
height: 2.34 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 26.49 cm,
width: 21.21 cm,
height: 3.44 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 21.28 cm,
width: 28.55 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 19.0 cm,
width: 27.0 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 20.16 cm,
width: 27.8 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 19.0 cm,
width: 27.0 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 19.7 cm,
width: 27.49 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 20.38 cm,
width: 27.95 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the boxes2 in cm? Length, width and height.","Object boxes2 has the following size:
Length: 19.0 cm,
width: 27.0 cm,
height: 1.5 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the segregators in cm? Length, width and height.","Object segregators has the following size:
Length: 8.22 cm,
width: 18.09 cm,
height: 24.67 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 4.05 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 13.82 cm,
height: 22.86 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.24 cm,
width: 15.68 cm,
height: 19.77 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.14 cm,
width: 15.68 cm,
height: 17.19 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 14.56 cm,
height: 19.25 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.8 cm,
width: 16.56 cm,
height: 21.66 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 1.7 cm,
width: 15.46 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.14 cm,
width: 15.68 cm,
height: 24.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 17.29 cm,
height: 18.39 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 4.05 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 13.82 cm,
height: 22.86 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.24 cm,
width: 15.68 cm,
height: 19.77 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 15.68 cm,
height: 20.3 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.15 cm,
width: 17.8 cm,
height: 16.33 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_003/images/scene_cam_00_final_preview/frame.0030.color.jpg
"What is the size of the clock in cm? Length, width and height.","Object clock has the following size:
Length: 7.23 cm,
width: 9.03 cm,
height: 19.35 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the chest_of_drawers in cm? Length, width and height.","Object chest_of_drawers has the following size:
Length: 45.92 cm,
width: 196.31 cm,
height: 82.0 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the picture3 in cm? Length, width and height.","Object picture3 has the following size:
Length: 4.78 cm,
width: 64.1 cm,
height: 85.46 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the lamp in cm? Length, width and height.","Object lamp has the following size:
Length: 49.51 cm,
width: 52.71 cm,
height: 169.17 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the candlestick2 in cm? Length, width and height.","Object candlestick2 has the following size:
Length: 18.43 cm,
width: 18.43 cm,
height: 12.2 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the hands in cm? Length, width and height.","Object hands has the following size:
Length: 33.55 cm,
width: 18.47 cm,
height: 18.63 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cup1 in cm? Length, width and height.","Object cup1 has the following size:
Length: 16.77 cm,
width: 16.77 cm,
height: 29.45 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the cup2 in cm? Length, width and height.","Object cup2 has the following size:
Length: 14.88 cm,
width: 12.95 cm,
height: 21.48 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the candlestick in cm? Length, width and height.","Object candlestick has the following size:
Length: 6.67 cm,
width: 6.13 cm,
height: 14.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the candlestick in cm? Length, width and height.","Object candlestick has the following size:
Length: 7.27 cm,
width: 6.24 cm,
height: 20.75 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.3 cm,
width: 21.21 cm,
height: 26.49 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 2.25 cm,
width: 21.21 cm,
height: 22.43 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.3 cm,
width: 19.69 cm,
height: 25.12 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
"What is the size of the books in cm? Length, width and height.","Object books has the following size:
Length: 3.98 cm,
width: 22.4 cm,
height: 28.26 cm",/home/rodionfa/3d_box_data/ml-hypersim/data/ai_001_004/images/scene_cam_00_final_preview/frame.0001.color.jpg
